clean_text,label_encoded
hadech estimasi waktu pengiriman makin lama sekarang tolong lah pihak shopee barang mau hampir minggu gk sampai parah,1
puas,2
benci banget sama iklannya shopee kenapa iklan lu gabisa diem si iklan lu bener nyepam banget gak sekali dua kali lagi baca novel di wp enak malah muncul iklan lo padahal gue diem aja gak mencet gak scroll mana di exit muncul lagi iklannya,0
bagus bnget aplikasinya,1
good luck,2
ok,2
untuk pelayanan dan penjual yang membuat toko di sofi sudah oke menurut sayatinggal sedikit lagi para penjual yang tidak amaah yang mu merusak kepercayaan masyarakat ke pada pilihak sofi tapi dengan kerja sama sofi yang baik sehingga bila ada masalah selalu ter atasidan satuhalagi ter utama yang harus di perbaiki untuk jasa kirimnya tolong dong cantumkan nomer hpkurir agar kami bisa menangani dengan mudah,2
ok,2
shoopee mekso kudu download opo opo gur iklann ramutu mekso banget iklan e di kelong i opo opo gur iklan,0
makin berkembang dan terpercaya,2
okokok,2
bintang tapi ku bukan ancaman,2
iklan nya mengganggu banget pdhl udah di dwonload masih aja iklan nya ganggu,1
cepat tepat waktu dak nunggu lama,2
bisa gk sih buka aplikasi masuknya beranda bukan di video atau live,0
banyak diskon mudah digunakan,2
kalau belanja disini sih bagus bagus aja banyak yang murah gratis ongkir juga tapi masalahnya iklan nya maksa bgtt kadang kalau lagi main game sampai terkeluar karena iklan shoppe itu dia suka kepencet sendiri ke apk shoppe nya buat risih males pengen hapus apk ini rasanya muak bgt sama iklan shoppe pls kurang kurangin deh kaya gini keterlaluan bikin badmood,0
goood,2
berharap untuk spx nya bisa lebih santuy,2
bentar² di update terus tapi viwers shopee vidio semakin menurun yg biasanya paling rendah viwers jdi sampai org sajasemakin susah bgt untunk dapat komisi karna kita yg sebagai pejuang affiliate di batasi bgt sama apk shopee enak apk tiktok,2
okee saya kasih bintang karena emang dari segi harga dan diskon nya ga masuk akal tapii masalah nya ada di kurirmohon maaf pihak shopee untuk kurir yang sering banyak tidak amanah bila ada yang retur tolong lah pihak shope perketat peraturan retur dari si pihah kurir saya tidak tahu apa apa tiba tiba di kembalikan paket saya dan waktu saya liat bukti nya inii semua pemifnahan disitu tertata emang itu nomer whatsapp saya tetapi saya tidak mengirimkan dan menerima pesan satu patah punpls,2
mantap belanja di sini apa aja ada mager keluar soal nya,2
gua saranin bagian sulawesi jangan download shope karena pengirimannya lambat cs nya gak bertanggung jawab saya teluh buat laporan gaada hasil malahan nunggu paket setengah bulan auto gua tolak gada guna lagi pengiriman standar kok gitu gua saranin pesan aja di tiktok atau tokopedia lalu pilih jnt expres itu aman cepat amanah dan sopan bertanggung jawab malahan spx shope gak bertanggung jawab gak sopan ama costumer terimakasih,0
mantap,2
jujur menurut ku apk ini membantu banget utk beli barang² atau apapun yg di butuhkan harga nya juga lebih murah d banding yg di offline tapi tolong ya utk iklan nya di kurangin masa setiap lagi buka apk langsung masuk ke iklan ini ga banget aplgi belum ada menit langsung balik ke iklan ini jujur menurut ku ini menganggu banget dengan alasan biar ga ketinggal info shopee kurang tepat sih ga semua org pengen liat info itu langsung ada saatnya orng² buka apk ini juga trimksih,0
online shop terbaik 👍😍,2
baik,2
sangat senang belanja dishopee mempermudah kita jg murah terimakasih,2
mantap,2
apk nya bagus cuma gimana ya kalo iklan nya muncul tuh entah kenapa kayak dia tuh padahal di pencet tanda skip eh malah kebuka apk nya tapi ya bagus lah mantap,1
biaya adminya semakin mahal saja padahal potongan dari penjual sudah gede,0
shopee mempermudah segala urusan perdaganganmenghubungkan penjual dan pembeli dari berbagai daerah,2
agakk di apus aja apknya mesan taun kmrn smpe taun ini g dtg,0
selama belanja di shopee banyak diskon,2
warbiyasak,2
tolong donk kalau lihat fotovideo dibawahnya ada kotakan harga dihapus saja karena menutupi fotovideo sangat menggangu,1
mantap shopee,2
jujur ya suka banget sama aplikasinya tapi maaf banget nih kadang kalo lagi ada iklan shopee di aplikasi lain suka kadang tiba tiba ke playstore sendiri dan itu tuh mengganggu banget kaya seakan akan maksa gitu buat ngedownload shopee jadi pliss perbaikin iklan aplikasi kalian ya apalagi yang iklannya ngeprank satu cafe itu ngeganggu banget,0
aplikasi paling maksa,0
sekarang saya tambah lagi bintang nya terimakasih dgn segala kemudahan nya,2
dapat orderan posisi hujan antri an nya lama setelah dapat pesenan sudah di antar ke tempat cs pembeli tapi setelah semuanya selesai di kasih poin pinalti kalau gag ngerti keadaan dijalan hujan jangan asal ngasih poin pinalti robot customer manusia macam apa kau ini,0
mantaap,2
sangat membantu,2
mantap,2
sangat baguss,2
sayangnya spaylater aktif tapi spinjamnya tidak aktif d akun saya 😔😔😔,2
shoppe bagus belanja murah dan gratis ongkir lagih harga terjangkau mantapp sangat membantu sekali,2
ok,2
mantap mudah dan jaminan kembali mudah,2
sukses selalu,2
kok gk bisa checkout ya,0
kenapa akhir ini gak bisa checkout ya padahal saya tidak melanggar peraturan apapun,1
mantap,2
mantap 👍,2
mantap,0
sangat membantu,2
sesi chat sama ekspedisi tolong dibenerin masa gak bisa di chat dan sesi berakhir terus,2
selalu ada promo menarik di shopee jangan lupa donwload shoope ya,2
baik,2
sangat bagus mengungkapkan shopee,2
sangat membantu dalam berbelanja online terimakasih shopee,2
sangat bagus,0
ok,2
banyak promo juga dapat digunakan sebagai alat untuk mencari sesuatu yang gak ada,2
gak bisa batalin pesanan aku muak sama shopee,0
bagus sekali sangat mahal dn murahh,2
mohon pada setiap kurir di edukasi jangan menambahkan biaya total diluar dari nota pesanan pesanan saya di naikkan rb kebetulan anak saya yg menerima pesanan saya,0
bagusan shopee klo tokopedia mah lewat di shopee banyak gratis ongkir ketimbang tokopedia yg malah sebalik nya masa ongkos kirim ampe rb sedangkan harga barang nya emang tpi ongkir nya ketinggian hampir mirip kayak harga nya ketuker ama ongkir nya doang,2
cepat tanggap,2
kerennn cuma,2
pihak shopie tolong tindak lanjutti kurirnya pengiriman selalu gagal di tunda terus lewat dari estimasi mulu niat jadi kurir ga sih,0
shopee sangat membantu sudah member platinum disini thanks,2
terimakasih shopee pelayanan mu sungguh baik buat saya,2
mau cari produk malah kesangkut di fitur live vidio giliran mau cari produk yang pernah dibeli malah masuk ke pencarian umum,0
akhir di daerah saya sering banyak keluhan karna barang yg di pesan selalu di retur barang yg suda lama di tunggu di retur tanpa konfirmasi ke kami tiba di aplikasi masuk barang di tolak padahal kurir tidak pernan mengantar paket kami mohon perbaikan di daerah ku kotamobagu ini sulit di terima karna saya sebagai penjual online dan kebanyakan barang saya belanja di shopi untuk di jual lagi dan sekarang saya tidak bisa menggunakan cod karna banyak paket saya di retur😭😭,0
bisa nggak ini apl jgn terlalu ikut campur ke apl lain aku buka wattpad atau apl yg lain selalu muncul iklan dari shopee padahal nggak di apaapain keganggu tauuuu,0
muantap,2
apk ini sangat membantu banget mulai dari belanja sampai bisa buat aku dapat cuan dari kerja sampingan terimakasih shopee 🙏🥰,2
sangatt baguss,2
sangat memuaskan,2
gud,2
pesanan tidak sampai status palsu dibilang pembeli menolak pesanan jelek kecewa berkalikali,0
yth shopee saya senang membeli dan mempergunakan produk shopee namun yg saya keluhkan adalah mengapa shopee cenderung banting harga matimatian di saat produk memang masih layak jual mengapa produk yang saya nilai bagus justru membanting harga diri saya matimatian setelah mengetahui kualitas buruk beberapa barangbarang yg pernah saya beli di shopee jadi saya sangat terpuruk bahkan masih tertipu walau masih menaruh harapan ada masa depan baik menanti mutu banget🙏 terimakasih,2
akan ada progeres nya,2
nice,2
sangat puas belanja di shopee,2
brg diterima dgn baik🥰,2
pelayanan bagus dan cepat,2
mantab tull,2
di aplikasi ini orang nya ramah ramah ya,2
sangat puas dengan pelayanan shopee semoga semakin jaya,2
suka belanja sesuai kebutuhan dan barang yg menarik,1
mantap untuk belanja online,2
sangat puas,2
josjis pokoknya dah😊,2
tolong rilis fitur hemat data dan mematikan auto play vidio,0
belanja di shoppe bisa kapan saja waktunya dan bisa dimana saja jenis barang nya sesuai apa yg kita inginkan lengkap dengan harga murah di tambah banyak voucher diskon lagi gratis ongkir dan banyak promonya belanja di shoppe ga bikin kantong bolong di tambah ada pilihan bayarnya pakai paylater dan juga pakai semua jenis bank untuk melakukan pembayaran ga perlu keluar rumah pokoknya shopee keren pisan dan the best deh pokoknya ditambahkan cara pembayaran nya saja lebih lengkap pilihan cara bayar,2
tolong bermitra dengan jnt kembali agar bisa menggunakan layanan dari jnt pake shopee lelet apalagi jalo event ampun,0
baguss,2
saya sangat kecewa sama shopee tibatiba akun di blokir gara pilihan voucer,0
akun udah di hapus tapi kok spyleter sama sea bank masik nyakuttngga bisa di benerin lagi,0
isi data ssh spt org mau pergi haji siapkan datanya ujungnya ditolak jg bru mau ajukan pinjaman dana pdhal lum pnah minjam dsini n tdj ad riwayat pinjol php aj fiturnya apalagi pesan barang aduh lma nya luarbiasa skrg sampainya wlau udh pke extra ongkos,0
pengiriman lama bgt bgtt bgtt btw shope jgn kebanyakan iklan di apk lain sgt menganggu ga di pencet pun tiba tiba masuk shopee apalah maksdnya ganggu bgt,0
bagus,2
sangat memudah kan saya belanja keperluan sehari hari dri baju smp perlengkapan dapur saya belanja ny di shopee gak ribet dan gak panas san tinggal pesan paket da nyampe depan rumah gampang gak susahapa lagi saya punya anak kecil pokoeee shopee is the best,2
ga bagus aplikasi belanja tapi beratan banget,0
bagus aplikasinyabelanjanya gampang banget gak ribet,2
proses pelayanan pembatalan nya kurang bagus,0
pengiriman sudah tidak sesuai estimasi mundur terus tanggal estimasinya semakin lamaaaaaaaaa,0
👍👍👍👍,2
doress,2
lebih mudah dan praktis pakai shopee,2
oke,2
ini kenapa ya setiap lagi baca wattpad selalu otomatis ke buka shoppe bukan sekali dua kali tapi selaluu gausah segitunya plis kalo iklan kalo mau belanja juga udah pasti ke shoppe gausah terus terusan buka wattpad tp ke alihkan ke shopee,2
sangat membantu menemukan barang yang tidak ada disekitar kita untuk kita beli terasa gampang berbelanja,2
iklannya ngeselin,0
saya pakai aplikasi ini sudah lama silahkan cek akun saya sesering apa saya belanja tapi sekarang ada fitur video live itu sangat mengganggu saya buka aplikasi langsung muncul video setelah paylater saya lunas saya akan uninstal aplikasi ini,2
meringankan beban hidup,2
lebih enak dari aplikasi sebelahkalau bisa ongkir nya di kurangi dong,2
baik tapi opsi auto received yang hanya jam itu akan menyulitkan customernya karena klaim jadi susah seperti saya yang beli beberapa items dihari yang sama mah misal kita dapat kiriman dari barangdan sudah di auto received shopee repot kita lebih baik seperti lazada harijadi customer bisa lacaktanya tetangga dll dulu,1
baguss sekali buat shoopee yah tpi klo ada barang palsu jangan di kasih onlen dong tolong buat shopee,2
belanja di shoppy adalah sesuatu yg menyenangkan,2
sangat memudahkan sekali,2
bagus sih,2
semoga kedepannya makin bagus lagi,2
kenapa sekarang pesanan makin kagak jelas kalau dulu waktu tunggu paling lama seminggu sekarang sebulan lebih barang belum sampai ingin kita minta pengembalian dana harus tunggu tanggal etimasi sedangakan tanggal etimasinya selalu di tambah sehingga tanggal etimasinya tidak tercapai sehingga pengajuan kemblian anggaran tertunda apkah ini kategori penipuan aneh bin ajaib beralik ke tiktok,0
aplikasi yang sangat bagus dan memuaskan sayah suka thanks shopee,2
worth it bngt nh shoppe pokoq nya kalo shoping di shoppe aja amanah toko² nya,2
tolong lah saya tidak melakukan kecurangan kenapa tidak bisa klaim koin lagi di live 😭😭,2
keren,2
sangat membantu dalam proses belanja di waktu yang sibuk 👍tapi seharusnya kasih kejutan hadiah bagi pengguna yang sudah lama😃😃,2
bagus,2
mantap,2
trimksh shopee sgt membantu sekalli dlm belanja,2
seneng banget belanja di shopeesering dapet potongan ongkir,2
shopee sakitt akunku tidak bisa terhubung ke agen cs ketika turun member dari platinum ke gold bener bener aplikasi sakit,0
shopee tu mudah dan 💕😍,2
shopee please iklan shopee di platform lain yang langsung maksa masuk ke aplikasi shopee tu benerbener bikin jengkel yang ada aplikasi shopeenya yang gua hapus karena ribet platform belanja lain gak ada yang seribet ini bintang abadi nih mah selagi gak diubah sistem iklannya,0
bagus,2
pengiriman tidak sesuai tanggal datang,1
memudahkan untuk belanja,2
banyak manfaatnya dan semoga berkah yg menggunakan,2
hem padahal ada promo shopee eh aku g bisa beli katanya pihak shopee ya bukan penjual sudah pernah pakai promo itu pdahal belum pernah trus mau beli barang g bisa huh,0
sangat cocok untuk berbelanja,2
lebih ditingkatkan kembali pelayanan dr tenan nyaterima kasih,2
pesanan lama baru terkirim harus tunggu minggu dan terkadang jika pesanan sudah lewat hari suka tibatiba di retur dr pihak shopee nya padahal sy sudah tunggu lama itu paket dan ini bukan kejadian atau kali sudah berkalikali alangkah lebih baik jika pihak shopee memperbaiki kualitas logistik pengiriman barangnga,0
bgus sekali,2
sangat puas dan lancar untuk pengiriman dan transaksinya semoga makin maju dan bekembang untuk kedepannya,2
kenapa shopee tidak bisa batalkan pesanan,0
shopee semakin baik,2
mantap,2
aplikasi yang sangat baguss,2
bisa beli barang yg di mau❤️,2
mantap shopee,2
kenapa spaylater saya di bekukanpadahal sebelum²nya telat tidak pernah di bekukantolong buka kembali,0
shopy pokok nya debessangat puas belanja dishopy,2
keren aplikasinya,2
sangat bagus belanja online di shopee harga murah dan kalau boleh berikan saya selalu voucher gratis ongkir dan discount harga di shopeeshopee sangat memuaskan pelanggan shopeepaling keren banget,2
kecewaaa sama paylater limit tiba² berkurang dri limit awal kedua udah bayarrr tepat waktu tapi limit tiba² hilang pdahal baru pemakaian bulan udah laporan ga bisa kasih solusi,0
super yes,2
seneng bisa belanja dshopee,2
barang sesuai iklan mantap latjutkan,2
shopee mantul,2
semoga bisa lebih baik lagi dan sukses selalu shopee selalu punya inovasi terbaik untuk jual beli online makasih buat yg ikut andil di apk shopee tanpa terkecuali kalau bisa jasa kirim nya d percepat jawa ke sulawesimakassar bisa smpai minggu lho,2
bagus,2
mantap,2
ok,2
mantap bnyk promo nya,2
bagus,2
belanja mudah harga kompetitif barang juga baik dan original,2
aku suka dgn aplikasi shopeelebih real barangnyaada harga ada kualitas mantap pertahankan 👍 harga lebih murah banyak discon dan free ongkir trs pokok e aku sukaaaa 😅,2
gabisa log in dev,0
puasa sekali,2
prioritas selama ini tidak mengecewakan,2
bagus,2
mantabb jos jisss kasi promo terus ya 😏👍,2
bagus banget aku suka banget sama aplikasi shopee karena banyak diskon aku udah make aplikasi ini dari tahun,2
udah verifikasi berapa kali gak bisa nomor baru gak bisa pake muka gak bisa mau pesen selalu suruh verifikasi terus,0
bagus,2
shoppee nya bagus dan percayah pengantar nya betul,2
memudahkan untuk berbelanja,2
good,2
mantab,2
tolong shope untuk jasa kirim spx hapus ajapaket saya udah hari gk dateng datengtapi keterangannya masih dalam perjalanan,0
banyakin diskon,2
pesan hari apa estimasi hari apa realitanya sampai sekarang barang belum saya terima minta di cancel ga bisa katanya harus nunggu nunggu sampai kapan sedangkan barang mau di pake kalau bisa di cancel kan enak uang bisa balik lagi terus buat beli yang lain tolong kalau bikin estimasi yang bener saya bukan anak kecil yang seenaknya bisa di bohongi,0
bagus,2
terimakasih,2
terima kasih shopee,2
cs ga guna akun dibatasi seenak jidat makin buruk bukan makin bener,0
bagus,2
di shope kamu bisa mendapatkan barang barang dengan kualitas yang baik dan yang pasti banyak barang barang yang murah,2
